,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
2531,2531,BME LN Equity,B&M EUROPEAN,6566035456,2537,"Consumer, Cyclical",London,BRITAIN,LU,4.333333492,7.15,2.84,3/16/2020,11/9/2020,43.61,4.93,5.43,4.63,4.23,3.3,4.13,4.95,5.2,6.22,6.35,6.49,6.51,0.829244829,pos_performers,Middle Value,high_positive_performance
2532,2532,NCNO US Equity,NCINO INC,6565530624,2538,Technology,NASDAQ GS,UNITED STATES,US,4.25,103.95,66.82,7/16/2020,9/2/2020,0,0,0,0,0,0,0,0,0,77.28,98.04,78.96,69.2,1.37739582,no_data,Middle Value,no data
2533,2533,CLN SW Equity,CLARIANT AG-REG,6564428288,2539,Basic Materials,SIX-SW,SWITZERLAND,CH,3.263157845,24.36,14.25,3/23/2020,2/17/2020,1.54,20.57,22.36,22.7,21.07,16.11,18.6,18.32,21.14,19.1,20.88,19.85,16.9,0.510606061,pos_performers,Middle Value,moderate_positive_performance
2534,2534,SINCH SS Equity,SINCH AB,6563033088,2540,Technology,Stockholm,SWEDEN,SE,4,119.05,22.15,11/18/2019,11/9/2020,352.87,24.36,30.59,31.69,43.38,38.83,51.71,66.42,88.12,83.22,100.21,81.61,90.37,1.591764658,pos_performers,Middle Value,Very_high_positive_performance
2535,2535,SEK AU Equity,SEEK LTD,6553500160,2541,Communications,ASE,AUSTRALIA,AU,3.538461447,19.02,6.51,3/23/2020,11/16/2020,13.64,15.68,15.82,14.6,13.62,9.59,10.71,13.73,15.08,15.07,15.22,15.29,15.02,0.886029629,pos_performers,Middle Value,moderate_positive_performance
2536,2536,SWECB SS Equity,SWECO AB-B,6552477696,2542,Industrial,Stockholm,SWEDEN,SE,3.571428537,20.79,7.33,3/16/2020,9/1/2020,37.43,11.65,12.85,12.71,10.8,9.25,11.38,14.15,15.33,19.71,20.39,18.76,16.74,0.929772047,pos_performers,Middle Value,high_positive_performance
2537,2537,2801 TT Equity,CHANG HWA BANK,6551186944,2543,Financial,Taiwan,TAIWAN,TW,3,0.75,0.57,9/24/2020,2/20/2020,-17.82,0.72,0.73,0.69,0.74,0.6,0.63,0.61,0.63,0.61,0.62,0.6,0.6,0.277634961,neg_performers,Middle Value,moderate_negative_performance
2538,2538,SIEM IN Equity,SIEMENS LTD,6547998208,2544,Industrial,Natl India,INDIA,IN,3.307692289,22.96,12.41,3/23/2020,1/27/2020,-9.15,20.69,20.9,20.16,18.04,14.17,15.02,14.89,14.5,15.28,16.12,17.22,17.22,0.619950051,neg_performers,Middle Value,moderate_negative_performance
2539,2539,EFV US Equity,ISHARES MSCI EAF,6546724352,2545,Funds,Cboe BZX,UNITED STATES,US,0,50.95,30.26,3/18/2020,12/13/2019,-4.94,48.99,49.93,47.74,44.29,34.1,36.48,40.04,40.01,40.57,41.93,40.4,39.51,0.492628822,neg_performers,Middle Value,moderate_negative_performance
2540,2540,PEP MK Equity,PPB GROUP BERHAD,6544195072,2546,"Consumer, Non-cyclical",Bursa Malays,MALAYSIA,MY,3.5,4.86,3.4,3/19/2020,12/20/2019,1.15,4.37,4.61,4.51,4.35,3.74,3.83,3.96,4.1,4.39,4.45,4.51,4.45,0.341720304,pos_performers,Middle Value,moderate_positive_performance
2541,2541,HMPRO TB Equity,HOME PRODUCT CEN,6540715008,2547,"Consumer, Cyclical",Bangkok,THAILAND,TH,3.962962866,0.57,0.27,3/24/2020,11/18/2019,-9.75,0.54,0.54,0.46,0.42,0.32,0.42,0.47,0.5,0.49,0.48,0.45,0.45,0.649819495,neg_performers,Middle Value,moderate_negative_performance
2542,2542,018880 KS Equity,HANON SYSTEMS,6537468928,2548,"Consumer, Cyclical",Korea SE,SOUTH KOREA,KR,4.384615421,12.44,6.57,3/13/2020,8/12/2020,44.55,9.02,9.65,8.73,8.94,6.88,7.46,7.98,7.62,8.1,11.05,10.62,9.96,0.664465616,pos_performers,Middle Value,high_positive_performance
2543,2543,1812 JP Equity,KAJIMA CORP,6533950464,2549,Industrial,Tokyo,JAPAN,JP,4,14.17,8.37,3/17/2020,12/9/2019,-2.17,13.39,13.42,12.87,10.82,9.88,10.07,11.53,11.55,10.97,12.38,11.96,10.82,0.498353143,neg_performers,Middle Value,moderate_negative_performance
2544,2544,CU CN Equity,CAN UTILITIES-A,6533419008,2550,Utilities,Toronto,CANADA,CA,3.888888836,32.42,17.41,3/23/2020,3/5/2020,-16.95,29.28,30.17,31.06,30.46,22.39,24.02,23.87,24.89,25.63,25.42,24.2,23.64,0.571755071,neg_performers,Middle Value,moderate_negative_performance
2545,2545,002739 CH Equity,WANDA FILM HOL-A,6525372928,2551,"Consumer, Cyclical",Shenzhen,CHINA,CN,4.428571224,3.31,2,11/19/2019,1/17/2020,32.54,2.04,2.61,2.22,2.36,2.21,2.36,2.38,2.21,2.61,2.68,2.62,2.26,0.550420168,pos_performers,Middle Value,high_positive_performance
2546,2546,884 HK Equity,CIFI HOLDINGS GR,6520940032,2552,Financial,Hong Kong,CHINA,KY,4.885714054,0.96,0.51,3/19/2020,7/6/2020,17.14,0.76,0.85,0.71,0.81,0.71,0.76,0.79,0.78,0.9,0.84,0.74,0.7,0.577540107,pos_performers,Middle Value,moderate_positive_performance
2547,2547,ZION US Equity,ZIONS BANCORP NA,6519460864,2553,Financial,NASDAQ GS,UNITED STATES,US,3.319999933,52.48,23.58,3/23/2020,1/2/2020,-19.18,49.5,51.92,46.1,41.3,25.32,30.9,33.42,32.55,32.45,32.19,29.12,33.22,0.7917989,neg_performers,Middle Value,moderate_negative_performance
2548,2548,SX5EEX GR Equity,ISH CORE ERSTX50,6510583296,2554,Funds,Xetra ETF,GERMANY,DE,0,42.66,25.02,3/18/2020,2/19/2020,-4.02,40.41,42.4,40.55,38.13,28.95,32.22,34.96,36.96,38.66,39.64,37.67,35.33,0.474746569,neg_performers,Middle Value,moderate_negative_performance
2549,2549,002709 CH Equity,GUANGZHOU TINC-A,6509672448,2555,Basic Materials,Shenzhen,CHINA,CN,4.538461685,12.44,2.32,11/27/2019,11/13/2020,329.37,2.52,2.97,3.28,3.61,2.8,3.89,3.99,4.79,5.59,6.18,7.61,9.76,2.130900158,pos_performers,Middle Value,Very_high_positive_performance
2550,2550,RAIL3 BZ Equity,RUMO SA,6509138432,2556,Industrial,B3 Day,BRAZIL,BR,4.733333111,6.7,2.72,3/12/2020,12/30/2019,-21.85,5.97,6.49,5.48,4.84,3.71,3.6,4.19,4.31,4.15,4.24,3.46,3.19,0.890546336,neg_performers,Middle Value,high_negative_performance
2551,2551,ATC NA Equity,ALTICE EUROPE NV,6506514432,2557,Communications,EN Amsterdam,NETHERLANDS,NL,3.375,7.55,2.49,3/16/2020,2/5/2020,-14.56,5.82,6.45,6.64,5.34,3.66,3.99,4.04,3.98,4.64,4.4,4.85,4.94,1.033531915,neg_performers,Middle Value,moderate_negative_performance
2552,2552,KBHL DC Equity,KOBENHAVNS LUFTH,6502958080,2558,Industrial,Copenhagen,DENMARK,DK,0,883.87,568.68,3/12/2020,1/28/2020,-14.14,862.71,858.91,843.51,745,758.01,679.01,749.37,690.77,730.51,721.43,694.26,687.09,0.419294546,neg_performers,Middle Value,moderate_negative_performance
2553,2553,002456 CH Equity,OFILM GROUP CO-A,6498052096,2559,Industrial,Shenzhen,CHINA,CN,4,3.37,1.73,11/27/2019,7/14/2020,18.59,1.9,2.24,2.3,2.77,1.95,2.15,2.15,2.67,2.93,2.59,2.12,2.36,0.699608958,pos_performers,Middle Value,moderate_positive_performance
2554,2554,2357 TT Equity,ASUSTEK COMPUTER,6494889472,2560,Technology,Taiwan,TAIWAN,TW,4,9.03,5.5,3/23/2020,9/22/2020,10.03,7.51,7.75,7.32,6.71,6.54,6.81,7.02,7.31,7.24,8.38,8.74,8.47,0.471714922,pos_performers,Middle Value,moderate_positive_performance
2555,2555,PE&OLES* MM Equity,INDUSTRIAS PENOL,6493396480,2561,Basic Materials,BMV Mexico,MEXICO,MX,3.299999952,19.58,5.43,3/17/2020,8/6/2020,35.13,10.46,10.48,10.49,9.41,6.11,7.54,9.86,10.2,14.91,17.51,15.79,15.74,1.22599278,pos_performers,Middle Value,high_positive_performance
2556,2556,XBI US Equity,SPDR S&P BIOTECH,6492446720,2562,Funds,NYSE Arca,UNITED STATES,US,0,126.75,62.94,3/18/2020,11/16/2020,43.55,92.32,95.11,91.12,92.7,73.26,90.83,104.11,112.47,113.92,109.56,112.83,112.76,0.637574001,pos_performers,Middle Value,high_positive_performance
2557,2557,300496 CH Equity,THUNDER SOFTWA-A,6489759744,2563,Technology,Shenzhen,CHINA,CN,4.894736767,16.07,5.83,11/18/2019,7/14/2020,114.59,6.29,6.48,7.45,10.27,7.51,8.78,8.42,10.89,14.1,13.08,12.69,12.99,1.033039092,pos_performers,Middle Value,Very_high_positive_performance
2558,2558,000656 CH Equity,JINKE PROPERTI-A,6482847232,2564,Financial,Shenzhen,CHINA,CN,4.894736767,1.63,0.9,2/4/2020,8/24/2020,26.94,0.96,1.1,0.92,1.12,1.12,1.13,1.11,1.27,1.28,1.45,1.33,1.17,0.627507163,pos_performers,Middle Value,high_positive_performance
2559,2559,002797 CH Equity,FIRST CAPITAL -A,6480120832,2565,Financial,Shenzhen,CHINA,CN,4,1.82,0.89,2/4/2020,7/15/2020,42.38,1.03,1.19,0.99,1.14,0.97,0.99,0.99,1,1.57,1.58,1.64,1.5,0.764907471,pos_performers,Middle Value,high_positive_performance
2560,2560,MCHI US Equity,ISHARES MSCI CHI,6468932096,2566,Funds,NASDAQ GM,UNITED STATES,US,0,84.72,50,3/16/2020,11/9/2020,35.74,59.49,64.09,60.97,62.96,55.21,57.69,62.07,66.03,72.94,77.34,74.85,79,0.52563585,pos_performers,Middle Value,high_positive_performance
2561,2561,CPFE3 BZ Equity,CPFL ENERGIA SA,6466113024,2567,Utilities,B3 Day,BRAZIL,BR,4.599999905,9.32,4.33,3/23/2020,2/4/2020,2.25,7.48,8.84,9.19,8.27,4.99,5.29,5.88,5.78,5.84,5.48,4.92,4.85,0.779585991,pos_performers,Middle Value,moderate_positive_performance
2562,2562,9684 JP Equity,SQUARE ENIX HD,6460179456,2568,Technology,Tokyo,JAPAN,JP,4,70.3,34.32,3/13/2020,9/3/2020,4.97,50.17,49.98,49.78,41.81,44.83,41.39,48.71,50.27,53.73,67.16,65.94,58.37,0.693991706,pos_performers,Middle Value,moderate_positive_performance
2563,2563,316140 KS Equity,WOORI FINANCIAL,6456337408,2569,Financial,Korea SE,SOUTH KOREA,KR,4.416666508,10.54,5.06,3/20/2020,11/18/2019,-13.72,9.86,10.03,8.47,7.97,5.88,6.89,7.45,7.43,7.02,7.24,7.38,8.13,0.70144,neg_performers,Middle Value,moderate_negative_performance
2564,2564,688065 CH Equity,CATHAY BIOTECH-A,6455126016,2570,"Consumer, Non-cyclical",Shanghai,CHINA,CN,5,28.54,13.27,11/2/2020,8/12/2020,0,0,0,0,0,0,0,0,0,0,16.19,14.38,13.3,4.176886255,no_data,Middle Value,no data
2565,2565,ANA SM Equity,ACCIONA SA,6454504960,2571,Industrial,Soc.Bol SIBE,SPAIN,ES,3.333333254,141.74,83.44,5/19/2020,3/4/2020,10.57,103,105.19,111.92,128.57,102.53,99.33,99.45,97.94,110.73,120.18,108.64,103.14,0.542065054,pos_performers,Middle Value,moderate_positive_performance
2566,2566,EO FP Equity,FAURECIA,6450722816,2572,"Consumer, Cyclical",EN Paris,FRANCE,FR,4.3157897,58.94,21.99,3/19/2020,12/13/2019,-14.56,52.38,53.86,47.96,45.28,27.96,36.33,41.08,37.44,39.49,42.9,43.29,36.64,0.878698401,neg_performers,Middle Value,moderate_negative_performance
2567,2567,6005 JP Equity,MIURA CO LTD,6449249792,2573,Industrial,Tokyo,JAPAN,JP,4,52.63,25.51,3/13/2020,11/9/2020,46.1,33.89,34.97,35.11,32.9,34.83,41.25,41.92,40.54,38.03,40.42,48.7,47.59,0.692204616,pos_performers,Middle Value,high_positive_performance
2568,2568,ACV VN Equity,AIRPORTS CORP OF,6447999488,2574,Industrial,Hanoi UPCoM,VIETNAM,VN,4.25,3.4,1.77,3/30/2020,12/26/2019,-2.89,3.2,3.24,2.52,2.28,1.86,2.53,2.55,2.53,2.26,2.51,2.89,2.7,0.629546186,neg_performers,Middle Value,moderate_negative_performance
2569,2569,MRCO IN Equity,MARICO LTD,6428567040,2575,"Consumer, Non-cyclical",Natl India,INDIA,IN,3.849999905,5.26,3.07,3/24/2020,11/9/2020,5.06,4.94,4.85,4.3,4.01,3.47,3.78,4.48,4.65,4.82,5.11,4.94,4.92,0.484245439,pos_performers,Middle Value,moderate_positive_performance
2570,2570,002185 CH Equity,TIANSHUI HUATI-A,6427499520,2576,Technology,Shenzhen,CHINA,CN,4.529411793,2.97,0.75,11/27/2019,7/14/2020,176.21,0.86,1.07,1.21,1.93,1.51,1.84,1.95,1.94,2.47,2.31,2.02,2.18,1.251291686,pos_performers,Middle Value,Very_high_positive_performance
2571,2571,002127 CH Equity,NANJI E-COMMER-A,6425107456,2577,Communications,Shenzhen,CHINA,CN,4.9375,3.49,1.3,2/4/2020,7/10/2020,60.8,1.54,1.57,1.31,1.49,1.62,1.93,2.76,3,2.82,2.61,2.54,2.72,1.014280201,pos_performers,Middle Value,high_positive_performance
2572,2572,9533 JP Equity,TOHO GAS CO LTD,6419742208,2578,Utilities,Tokyo,JAPAN,JP,1,61.27,32.17,3/10/2020,11/16/2020,73.79,38.24,41.05,38.97,34.01,44.36,51.6,49.73,49.06,45.29,44.28,49.46,53.22,0.647542048,pos_performers,Middle Value,high_positive_performance
2573,2573,000860 CH Equity,BEIJING SHUNX-A,6419354624,2579,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.882352829,11.54,6.29,2/4/2020,8/31/2020,9.98,6.97,7.57,6.72,8.27,8.35,7.7,7.71,8.3,9.02,10.75,8.86,7.72,0.64325097,pos_performers,Middle Value,moderate_positive_performance
2574,2574,HOT GR Equity,HOCHTIEF AG,6417680384,2580,Industrial,Xetra,GERMANY,DE,4.199999809,135.21,44.42,3/19/2020,1/21/2020,-25.94,121.38,127.5,113.8,99.89,62.87,77.52,88.76,88.42,82.24,87.66,75.29,76.05,0.989195373,neg_performers,Middle Value,high_negative_performance
2575,2575,1802 JP Equity,OBAYASHI CORP,6416190976,2581,Industrial,Tokyo,JAPAN,JP,4.400000095,11.74,6.94,3/23/2020,12/13/2019,-15.58,10.82,11.2,11.08,10.16,8.29,8.55,9.48,9.16,9.01,9.63,9.05,8.44,0.501436406,neg_performers,Middle Value,moderate_negative_performance
2576,2576,LMBS US Equity,FIRST TRUST LOW,6415397376,2582,Funds,NASDAQ GM,UNITED STATES,US,0,52.96,49.52,3/24/2020,3/9/2020,1.74,51.91,51.8,52.17,52.57,51.33,51.7,51.65,51.74,51.81,51.74,51.68,51.52,0.06640713,pos_performers,Middle Value,moderate_positive_performance
2577,2577,000977 CH Equity,INSPUR ELECTRO-A,6405650944,2583,Technology,Shenzhen,CHINA,CN,4.344827652,6.93,3.79,12/30/2019,7/10/2020,0.05,4.01,4,4.23,5.76,5.29,5.88,5.65,5.28,5.57,5.26,4.48,4.13,0.632851864,pos_performers,Middle Value,moderate_positive_performance
2578,2578,IYW US Equity,ISHARES USTECHNO,6402366464,2584,Funds,NYSE Arca,UNITED STATES,US,0,331.13,175.25,3/23/2020,9/2/2020,44.1,220.54,232.6,245.73,236.91,194.92,227.55,253.03,270.84,292.3,326.4,305.14,292.6,0.603686874,pos_performers,Middle Value,high_positive_performance
2579,2579,900934 CH Equity,SH JINJIANG IN-B,6399906816,2585,"Consumer, Cyclical",Shanghai,CHINA,CN,3.5,1.96,1.27,5/22/2020,12/23/2019,13.23,1.76,1.89,1.57,1.65,1.42,1.47,1.33,1.31,1.61,1.71,1.65,1.64,0.435560231,pos_performers,Middle Value,moderate_positive_performance
2580,2580,300146 CH Equity,BY-HEALTH CO L-A,6399897088,2586,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.733333111,4.17,2.01,12/3/2019,11/12/2020,69.62,2.05,2.34,2.24,2.39,2.26,2.64,2.66,2.86,3.6,3.58,3.09,3.91,0.770969661,pos_performers,Middle Value,high_positive_performance
2581,2581,MUTH IN Equity,MUTHOOT FINANCE,6398331904,2587,Financial,Natl India,INDIA,IN,4.214285851,18.78,6.26,3/24/2020,7/28/2020,70.03,9.45,10.66,10.5,11.84,7.89,11.37,11.72,14.53,17.05,15.86,15.75,16.62,0.980422866,pos_performers,Middle Value,high_positive_performance
2582,2582,TATACONS IN Equity,TATA CONSUMER PR,6389266432,2588,"Consumer, Non-cyclical",Natl India,INDIA,IN,4.714285851,8.06,2.81,3/24/2020,9/3/2020,71.68,4.42,4.54,5.31,4.66,3.66,4.63,4.8,5.09,5.77,7.51,6.95,6.63,0.984836642,pos_performers,Middle Value,high_positive_performance
2583,2583,NPI CN Equity,NORTHLAND POWER,6388300800,2589,Utilities,Toronto,CANADA,CA,3.833333254,35.39,14.15,3/23/2020,11/9/2020,55.58,20.78,20.95,22.55,23.52,19.44,20.94,23.15,25.02,27.38,28.15,30.57,32.9,0.86297613,pos_performers,Middle Value,high_positive_performance
2584,2584,ADPT US Equity,ADAPTIVE BIOTECH,6387272192,2590,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.75,54.2,15.19,3/16/2020,10/12/2020,57.75,27.5,29.92,30,26.8,27.51,30.52,39.07,47.78,39.43,41.72,49.43,45.84,1.074853049,pos_performers,Middle Value,high_positive_performance
2585,2585,FIE GR Equity,FIELMANN AG,6379699200,2591,"Consumer, Cyclical",Xetra,GERMANY,DE,3.692307711,84.06,44.77,3/19/2020,2/13/2020,-13.09,76.36,80.74,78.91,70.6,55.55,65.16,70.95,67.7,73.37,73.27,82.1,75.7,0.541675762,neg_performers,Middle Value,moderate_negative_performance
2586,2586,6845 JP Equity,AZBIL CORP,6379468800,2592,Industrial,Tokyo,JAPAN,JP,3.666666746,44.08,20.57,3/13/2020,11/9/2020,45.75,29.21,28.39,27.28,25.26,25.23,26.51,25.64,30.12,33.09,31.27,37.14,40.25,0.7849968,pos_performers,Middle Value,high_positive_performance
2587,2587,CAE CN Equity,CAE INC,6372966912,2593,Industrial,Toronto,CANADA,CA,3.444444418,31.57,9.84,3/23/2020,2/7/2020,-11.27,26.63,26.48,29.88,27.74,11.68,16.07,15.3,16.22,14.91,15.95,15.3,17.3,1.11693652,neg_performers,Middle Value,moderate_negative_performance
2588,2588,SAGAA SS Equity,SAGAX AB-A,6371833344,2594,Financial,Stockholm,SWEDEN,SE,1,19.04,8.27,3/18/2020,2/20/2020,24.66,13.51,14.84,15.43,14.41,10.44,11.33,13.33,14.31,15.3,16.24,17.94,16.57,0.744255687,pos_performers,Middle Value,high_positive_performance
2589,2589,CLS1 GR Equity,MCKESSON EUROPE,6366684160,2595,"Consumer, Non-cyclical",Hamburg,GERMANY,DE,,31.48,26.03,3/17/2020,1/2/2020,0.76,29.02,29.38,28.97,29.07,27.09,27.91,28.72,29.4,30.55,31.27,30.77,30.35,0.185531915,pos_performers,Middle Value,moderate_positive_performance
2590,2590,MAKRO TB Equity,SIAM MAKRO PUB,6366047744,2596,"Consumer, Cyclical",Bangkok,THAILAND,TH,3.133333445,1.48,0.85,3/13/2020,9/17/2020,27.45,1.07,1.04,1.04,1.07,0.99,1.1,1.15,1.31,1.3,1.42,1.36,1.28,0.535031847,pos_performers,Middle Value,high_positive_performance
2591,2591,LUN DC Equity,H LUNDBECK A/S,6365786624,2597,"Consumer, Non-cyclical",Copenhagen,DENMARK,DK,3.555555582,45.31,25.25,3/16/2020,2/6/2020,-18.78,38.33,38.2,42.77,35.13,29.73,35.35,38.42,38.6,37.09,32.37,32.98,29.05,0.562403626,neg_performers,Middle Value,moderate_negative_performance
2592,2592,HRC US Equity,HILL-ROM HOLDING,6364597760,2598,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.75,117.68,72.29,3/23/2020,7/27/2020,-8.9,105.83,113.53,106.92,100.56,104.12,102.25,102.38,110.47,95.7,92.49,82.1,90.4,0.451361094,neg_performers,Middle Value,moderate_negative_performance
2593,2593,5876 TT Equity,SHANGHAI COMMERC,6361228288,2599,Financial,Taiwan,TAIWAN,TW,2.5,1.78,1.13,3/19/2020,1/20/2020,-19.11,1.62,1.74,1.64,1.64,1.27,1.48,1.45,1.56,1.41,1.42,1.34,1.33,0.43575419,neg_performers,Middle Value,moderate_negative_performance
2594,2594,603345 CH Equity,FU JIAN ANJOY-A,6353294336,2600,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.900000095,29.21,6.9,2/3/2020,9/3/2020,172.26,8.45,8.53,7.36,10.81,12.12,13.28,16.53,16.63,20.54,27.13,25.35,26.38,1.386360106,pos_performers,Middle Value,Very_high_positive_performance
2595,2595,UTHR US Equity,UNITED THERAPEUT,6351885312,2601,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4,144.26,75.58,3/18/2020,11/16/2020,47.72,91.82,88.08,95.56,103.83,93.9,109.12,120.28,121,116.41,105.51,103.17,133.98,0.642539722,pos_performers,Middle Value,high_positive_performance
2596,2596,RP US Equity,REALPAGE INC,6349424640,2602,Technology,NASDAQ GS,UNITED STATES,US,4.307692528,69.79,36.91,3/18/2020,6/23/2020,23.24,54.26,53.75,58.89,62.18,48.76,62.26,68.62,65.47,62.82,63.98,59.35,56.27,0.550592372,pos_performers,Middle Value,high_positive_performance
2597,2597,BOGOTA CB Equity,BANCO BOGOTA,6342122496,2603,Financial,Bolsa Colomb,COLOMBIA,CO,2.5,27.31,14.04,3/24/2020,12/23/2019,-11.06,24.65,25.98,26.2,25.14,17.16,16.15,16.11,16.57,16.77,18.96,17.93,17.58,0.665719064,neg_performers,Middle Value,moderate_negative_performance
2598,2598,GGBR4 BZ Equity,GERDAU-PREF,6341807616,2604,Basic Materials,B3 Day,BRAZIL,BR,4.333333492,5.39,1.59,3/19/2020,10/27/2020,39.82,4.13,4.98,4.84,3.86,1.82,2.14,2.51,2.91,3.29,3.75,3.68,3.8,1.093263006,pos_performers,Middle Value,high_positive_performance
2599,2599,EWBC US Equity,EAST WEST BNCRP,6340651008,2605,Financial,NASDAQ GS,UNITED STATES,US,3.799999952,51.88,22.55,4/3/2020,1/23/2020,0.66,45.58,48.7,46.48,40.43,24.37,33.87,35.75,34.77,35.32,36.46,32.82,37.17,0.779155229,pos_performers,Middle Value,moderate_positive_performance
2600,2600,086280 KS Equity,HYUNDAI GLOVIS,6338180608,2606,Industrial,Korea SE,SOUTH KOREA,KR,4.423077106,194.97,55.79,3/23/2020,10/20/2020,26.01,124.77,123.7,119.98,102.84,69.67,82.91,93.12,85.33,91.68,123.14,123.8,153.34,1.290416293,pos_performers,Middle Value,high_positive_performance
2601,2601,QBR/B CN Equity,QUEBECOR INC-B,6335536640,2607,Communications,Toronto,CANADA,CA,4.818181992,26.26,18.12,3/12/2020,9/15/2020,-0.08,24.59,25.52,24.82,23.79,21.42,21.62,22.09,21.48,22.8,24.96,25.25,23.25,0.346887318,neg_performers,Middle Value,moderate_negative_performance
2602,2602,009540 KS Equity,KOREA SHIPBUILDI,6326395904,2608,Industrial,Korea SE,SOUTH KOREA,KR,4.800000191,115.06,51.08,3/19/2020,1/13/2020,-17.41,102.43,109.43,94.81,87.73,61.75,67.56,75.31,72.92,72.25,74.22,71.1,70.15,0.800033345,neg_performers,Middle Value,moderate_negative_performance
2603,2603,600795 CH Equity,GD POWER DEVEL-A,6323948544,2609,Utilities,Shanghai,CHINA,CN,4.599999905,0.34,0.25,5/22/2020,1/2/2020,-1.06,0.32,0.34,0.29,0.31,0.28,0.28,0.26,0.26,0.3,0.3,0.3,0.3,0.305084746,neg_performers,Middle Value,moderate_negative_performance
2604,2604,VTBR RM Equity,VTB BANK,6319215616,2610,Financial,MICEX Main,RUSSIA,RU,3.285714388,0,0,3/18/2020,1/21/2020,-20.52,0,0,0,0,0,0,0,0,0,0,0,0,,neg_performers,Middle Value,high_negative_performance
2605,2605,SCOTIAC1 PE Equity,SCOTIABANK PER-C,6319032832,2611,Financial,Lima,PERU,PE,,9.19,5.29,8/17/2020,2/10/2020,11,8.13,8.45,8.6,8.53,5.96,5.83,5.76,6.04,5.66,6.13,6.44,6.63,0.569620253,pos_performers,Middle Value,moderate_positive_performance
2606,2606,HNDL IN Equity,HINDALCO INDS,6313942016,2612,Basic Materials,Natl India,INDIA,IN,4.958333492,3.1,1.11,3/23/2020,1/2/2020,11.76,2.8,3,2.55,2.06,1.2,1.72,1.84,1.95,2.14,2.66,2.38,2.29,0.898081986,pos_performers,Middle Value,moderate_positive_performance
2607,2607,BTO CN Equity,B2GOLD CORP,6313500672,2613,Basic Materials,Toronto,CANADA,CA,4.764705658,7.53,2.19,3/16/2020,8/6/2020,56.9,3.71,4.01,4.21,3.98,3.22,5.15,5.52,5.71,6.92,6.5,6.64,6.57,1.031219826,pos_performers,Middle Value,high_positive_performance
2608,2608,5019 JP Equity,IDEMITSU KOSAN C,6307420672,2614,Energy,Tokyo,JAPAN,JP,4,28.89,19.65,10/29/2020,1/6/2020,-20.35,27.2,27.89,25.29,24.61,22.76,22.79,22.15,21.15,20.48,21.98,21.24,20.22,0.399193548,neg_performers,Middle Value,high_negative_performance
2609,2609,3635 JP Equity,KOEI TECMO HOLDI,6306363904,2615,Technology,Tokyo,JAPAN,JP,4.5,53.86,20.34,3/13/2020,11/9/2020,109.9,24.61,26.26,26.77,26.12,24.79,27,29.42,32.07,40.39,40.28,47.94,48.64,1.020162824,pos_performers,Middle Value,Very_high_positive_performance
2610,2610,ITT US Equity,ITT INC,6306335744,2616,Industrial,New York,UNITED STATES,US,4.428571224,75.56,35.41,3/23/2020,1/2/2020,5.16,69.73,73.91,68.16,61.2,43.97,50.36,57.44,57.06,59.42,63.85,58.54,62.32,0.66367293,pos_performers,Middle Value,moderate_positive_performance
2611,2611,MAGN RM Equity,MMK,6297773568,2617,Basic Materials,MICEX Main,RUSSIA,RU,4.5,0.79,0.39,3/19/2020,1/20/2020,20.03,0.61,0.68,0.71,0.59,0.49,0.53,0.59,0.52,0.54,0.52,0.49,0.47,0.712166172,pos_performers,Middle Value,high_positive_performance
2612,2612,002078 CH Equity,SHANDONG SUN -A,6295471104,2618,Basic Materials,Shenzhen,CHINA,CN,4.714285851,2.47,1.1,4/28/2020,11/16/2020,84.54,1.27,1.41,1.19,1.49,1.23,1.18,1.22,1.4,1.83,2.08,2.08,2.01,0.893964111,pos_performers,Middle Value,high_positive_performance
2613,2613,NFE US Equity,NEW FORTRESS ENE,6293943296,2619,Energy,NASDAQ GS,UNITED STATES,US,4.25,54.92,7.01,3/23/2020,10/21/2020,152.87,14.36,15.67,15.46,14.27,8.73,12.25,14.07,12.79,20.66,27.51,43.84,36.48,2.435173027,pos_performers,Middle Value,Very_high_positive_performance
2614,2614,002791 CH Equity,GUANGDONG KINL-A,6292108800,2620,Industrial,Shenzhen,CHINA,CN,4.923077106,24.68,3.76,12/3/2019,8/6/2020,327.31,3.95,4.38,5.68,8.05,7.75,9.7,12.15,12.49,21.53,20.38,19.04,20.27,1.726903763,pos_performers,Middle Value,Very_high_positive_performance
