Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020
3626 JP Equity,TIS INC,5200069120,3058,Technology,Tokyo,JAPAN,JP,4.5,22.58,12.12,3/23/2020,2/7/2020,-1.45,20.21,19.73,20.31,19.7,16.84,18.94,21.77,20.86,21.78,20.12,21.11,19.1
HQY US Equity,HEALTHEQUITY INC,5199816704,3059,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.571428776,88.78,34.4,3/18/2020,2/20/2020,12.03,61.54,74.07,67.18,71.53,43.92,51.37,62.17,59.44,51.59,59.35,51.86,52.99
IDBI IN Equity,IDBI BANK LTD,5199483392,3060,Financial,Natl India,INDIA,IN,1,0.75,0.23,3/13/2020,7/7/2020,10.19,0.52,0.52,0.49,0.41,0.25,0.28,0.32,0.61,0.52,0.53,0.48,0.49
1456 HK Equity,GUOLIAN SECURI-H,5197580288,3061,Financial,Hong Kong,CHINA,CN,#N/A N/A,0.81,0.25,3/19/2020,9/21/2020,64.38,0.29,0.3,0.33,0.36,0.29,0.32,0.37,0.34,0.45,0.46,0.56,0.42
WEN US Equity,WENDY'S CO/THE,5192831488,3062,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.172413826,24.91,6.82,3/18/2020,10/16/2020,11.4,21.99,22.21,21.93,19.62,13.97,19.46,21.9,22.26,23.05,20.95,22.86,22.14
FHZN SW Equity,FLUGHAFEN ZU-REG,5191708160,3063,Industrial,SIX-SW,SWITZERLAND,CH,4.199999809,183.97,88.32,3/16/2020,12/2/2019,-13.57,175.99,182.94,174.41,151.82,111.1,124,137.52,129.02,124.35,148.6,136.7,137.24
VONG US Equity,VANG RUSS GROWTH,5189481472,3064,Funds,NASDAQ GM,UNITED STATES,US,0,241.02,131.88,3/23/2020,11/9/2020,35.18,174.34,180.93,187.17,180.37,148.31,173.02,190.71,200.19,215.56,237.92,225.92,216.62
FRA GR Equity,FRAPORT AG,5188157952,3065,Industrial,Xetra,GERMANY,DE,2.793103456,88.15,30.66,3/16/2020,12/13/2019,-41.03,83.99,84.98,75.47,62.59,40.77,43.56,50.35,43.73,38.3,44.06,39.06,37.4
AMWL US Equity,AMERICAN WELL -A,5187830272,3066,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.111111164,41.8,21.34,11/16/2020,10/7/2020,0,0,0,0,0,0,0,0,0,0,0,29.24,25.1
BRKS US Equity,BROOKS AUTOMATIO,5187425280,3067,Technology,NASDAQ GS,UNITED STATES,US,4.428571224,72.29,21.19,3/18/2020,11/11/2020,53.18,41.61,41.96,38.56,35.01,29.22,35.18,40.85,43.47,54.57,52.35,48.4,48.87
9504 JP Equity,CHUGOKU ELEC PWR,5182883328,3068,Utilities,Tokyo,JAPAN,JP,3,14.27,11.53,3/13/2020,3/30/2020,0.17,13.35,13.16,13.47,13.12,13.74,13.49,14.05,13.24,12.45,12.28,12.5,13.05
WH US Equity,WYNDHAM HOTELS &,5180086272,3069,"Consumer, Cyclical",New York,UNITED STATES,US,4.846153736,63.66,14.5,3/18/2020,12/27/2019,-1.02,57.69,62.81,58.15,52.96,28.09,36.15,48.42,43.48,44,52.54,50.93,48.19
1102 TT Equity,ASIA CEMENT CORP,5177710592,3070,Industrial,Taiwan,TAIWAN,TW,4.384615421,1.66,1.16,3/19/2020,1/3/2020,2.29,1.48,1.61,1.49,1.46,1.27,1.48,1.47,1.49,1.36,1.43,1.43,1.46
2002 JP Equity,NISSHIN SEIFUN,5173470208,3071,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.199999809,20.13,13.13,3/13/2020,11/19/2019,-18.28,18.87,17.54,17.29,17.15,15.61,15.37,15.62,14.72,15.36,16.32,15.79,15.39
6976 JP Equity,TAIYO YUDEN CO,5170972672,3072,Industrial,Tokyo,JAPAN,JP,4.583333492,40.53,21.16,3/13/2020,11/10/2020,55.15,27.28,30.88,29.49,29.37,25.16,27.67,28.77,31,31.72,27.24,31.17,35.57
INGR US Equity,INGREDION INC,5166961152,3073,"Consumer, Non-cyclical",New York,UNITED STATES,US,4,99.51,59.11,3/18/2020,2/12/2020,-6.09,83.89,92.95,88.24,85.6,75.54,79.84,84.26,81.14,87.47,80.02,74.75,72.13
603893 CH Equity,ROCKCHIP ELEC-A,5166442496,3074,Technology,Shanghai,CHINA,CN,5,16.44,1.66,2/7/2020,7/9/2020,0,0,0,0,9.21,7.83,9.24,8.8,13,13.69,11.48,10.62,11.57
MAN US Equity,MANPOWERGROUP IN,5161305088,3075,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.428571463,100.99,49.57,3/23/2020,1/14/2020,-3.81,92.56,97.1,92.5,76.54,54.9,70.4,72.7,67.38,69.02,72.72,72.57,68.81
1402 TT Equity,FAR EASTERN NEW,5159080960,3076,"Consumer, Cyclical",Taiwan,TAIWAN,TW,4,1.04,0.67,3/19/2020,7/17/2020,-0.09,0.97,1,0.93,0.93,0.74,0.87,0.91,0.95,0.89,0.89,0.87,0.91
IWRD LN Equity,ISHR MSCI WORLD,5157305344,3077,Funds,London,IRELAND,IE,0,54.8,33.49,3/23/2020,11/9/2020,10.24,48.47,50.25,50.04,46.43,38.15,42.55,46.49,46.93,49.57,52.22,50.66,49.45
8984 JP Equity,DAIWA HOUSE REIT,5156265984,3078,Financial,Tokyo,JAPAN,JP,3.666666746,2822.02,1632.27,3/19/2020,11/21/2019,-17.28,2718.27,2610.22,2664.03,2584.45,2347.78,2435.85,2401.93,2439.02,2575.17,2564.61,2548.56,2301.38
COL SM Equity,INMOBILIARIA COL,5155477504,3079,Financial,Soc.Bol SIBE,SPAIN,ES,3.352941275,14.33,6.51,10/29/2020,2/17/2020,-28.98,12.47,12.74,13.36,12.88,9.11,9.67,9.34,9.07,8.49,8.84,8.46,7.23
IMVT US Equity,IMMUNOVANT INC,5152966656,3080,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,5,53.34,8.34,3/18/2020,11/16/2020,375.29,10.35,15.87,15.97,16.17,14.39,18.59,26,23.45,23.39,34.67,37.63,44.6
ESNT US Equity,ESSENT GROUP LTD,5152359936,3081,Financial,New York,UNITED STATES,BM,4.583333492,55.84,17.52,3/19/2020,11/29/2019,-14.55,54.39,51.99,50.21,46.81,24.17,26,34.35,34.43,35.63,36.31,37.8,40.74
MOL HB Equity,MOL,5151329280,3082,Energy,Budapest,HUNGARY,HU,4.285714149,10.07,4.49,3/18/2020,11/19/2019,-34.08,9.52,9.97,8.43,8.06,5.68,6.33,6.36,5.81,5.87,5.65,5.53,4.82
600095 CH Equity,XIANGCAI CO LT-A,5146031104,3083,Basic Materials,Shanghai,CHINA,CN,#N/A N/A,2.91,1.03,12/3/2019,8/20/2020,52.34,1.07,1.41,1.22,1.34,1.3,1.32,1.45,1.45,2.31,2.49,2.36,1.86
EMMN SW Equity,EMMI AG-REG,5145968640,3084,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,3.428571463,1033.82,743.69,3/18/2020,1/29/2020,7.47,832.58,872.24,961.6,919.07,913.08,923.48,863.41,876.16,900.24,1002.2,994.23,925.79
BCI CI Equity,BANCO CRED INVER,5145328128,3085,Financial,Sant. Comerc,CHILE,CL,3.888888836,48.14,25.29,3/18/2020,11/18/2019,-25.83,41.78,43.09,41.25,37.16,31.45,35.31,32.94,32.76,33.61,31.81,31.74,32.56
002690 CH Equity,HEFEI MEIYA OP-A,5143926784,3086,Industrial,Shenzhen,CHINA,CN,4.826086998,8.86,4.5,3/18/2020,7/30/2020,24.08,5.36,5.62,4.73,5.32,5.38,5.95,6.32,7.23,8.57,8.5,7.06,6.65
000547 CH Equity,ADDSINO CO LTD-A,5142129152,3087,Industrial,Shenzhen,CHINA,CN,5,3.58,1.31,11/25/2019,10/15/2020,125.73,1.35,1.47,1.7,2.13,1.91,2.17,2.09,1.94,2.79,3.27,3.13,2.99
002647 CH Equity,RENDONG HOLDINGS,5141264384,3088,Financial,Shenzhen,CHINA,CN,0,9.22,2.28,11/20/2019,10/16/2020,285.18,2.44,2.4,2.58,3.18,3.27,4.19,4.72,4.96,5.92,7.3,8.28,8.79
ITV LN Equity,ITV PLC,5138259456,3089,Communications,London,BRITAIN,GB,4,2.21,0.58,3/23/2020,12/13/2019,-29.66,1.86,2,1.76,1.47,0.75,0.94,1.04,0.89,0.74,0.76,0.89,0.93
PIKK RM Equity,PIK,5135341568,3090,Financial,MICEX Main,RUSSIA,RU,5,7.97,4.28,3/16/2020,10/20/2020,70.81,6.03,6.46,6.76,5.98,5.18,5.19,5.44,6.01,6.9,7.13,7.36,7.01
GMXT* MM Equity,GMEXICO TRANSPOR,5132139008,3091,Industrial,BMV Mexico,MEXICO,MX,4.083333492,1.61,0.78,4/21/2020,9/18/2020,11.74,1.35,1.33,1.47,1.4,0.84,0.9,1.11,1.1,1.2,1.35,1.24,1.17
002385 CH Equity,BEIJING DABEIN-A,5131862528,3092,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.454545498,1.85,0.57,12/13/2019,8/19/2020,98.32,0.62,0.72,0.75,1.03,1.16,1.28,1.19,1.27,1.61,1.64,1.32,1.24
TCF US Equity,TCF FINANCIAL CO,5129672192,3093,Financial,NASDAQ GS,UNITED STATES,US,4.428571224,47.46,16.96,3/18/2020,12/24/2019,-13.73,42.33,46.8,43.08,37.88,21.02,27.32,29.73,27.8,27.46,26.85,23.81,28.21
002463 CH Equity,WUS PRINTED-A,5128644608,3094,Industrial,Shenzhen,CHINA,CN,4.5,4.48,2.63,10/28/2020,2/26/2020,-14.54,3.22,3.19,3.07,4.11,3.31,3.8,3.42,3.52,3.51,3.09,2.77,2.69
CTG VN Equity,VIETNAM JS COMM,5128302080,3095,Financial,Ho Chi Minh,VIETNAM,VN,3.75,1.41,0.7,3/31/2020,11/16/2020,55.87,0.85,0.9,1.08,1.1,0.78,0.85,1.01,0.96,0.94,1.13,1.15,1.31
XIC CN Equity,ISHARES CORE S&P,5126939648,3096,Funds,Toronto,CANADA,CA,0,21.7,12.35,3/16/2020,2/27/2020,2.84,20.38,20.89,20.84,19.83,14.4,16.55,17.89,18.14,19.19,20.33,19.32,18.84
PRI US Equity,PRIMERICA INC,5124360192,3097,Financial,New York,UNITED STATES,US,4,138.05,61.2,3/23/2020,12/16/2019,0,133.84,130.56,121.11,116.23,84.16,100.03,115.5,113.16,121.49,124.07,113.22,111.65
PLNG IN Equity,PETRONET LNG LTD,5121313792,3098,Energy,Natl India,INDIA,IN,4.666666508,4.01,2.24,3/24/2020,11/21/2019,-4.12,3.88,3.74,3.73,3.37,2.61,3.2,3.26,3.41,3.32,3.34,3.01,3.04
LUN CN Equity,LUNDIN MINING CO,5120727040,3099,Basic Materials,Toronto,CANADA,CA,4.679999828,7.05,2.81,3/23/2020,11/16/2020,21.88,5.46,5.98,5.22,5.22,3.63,4.71,4.78,5.36,5.6,6.47,5.5,6.17
IG IM Equity,ITALGAS SPA,5117871616,3100,Utilities,BrsaItaliana,ITALY,IT,3.833333254,6.82,4.43,3/16/2020,2/19/2020,-1.82,6.04,6.1,6.58,6.22,5.13,5.61,5.51,5.89,6.39,6.4,6.25,5.77
SHYG US Equity,ISHARES 0-5 HY C,5116243968,3101,Funds,NYSE Arca,UNITED STATES,US,0,46.75,36.9,3/24/2020,1/17/2020,2.87,45.86,46.43,46.19,45.72,39.78,41.36,42.93,42.81,44.19,44.36,43.82,43.81
WES US Equity,WESTERN MIDSTREA,5115053056,3102,Utilities,New York,UNITED STATES,US,3.400000095,22.11,2.9,4/1/2020,1/8/2020,-12.2,17.73,19.69,16.33,13.71,3.11,8.03,8.83,9.92,8.72,9.11,7.79,7.91
002466 CH Equity,TIANQI LITHIUM-A,5111857664,3103,Basic Materials,Shenzhen,CHINA,CN,3.125,5.47,2.15,4/29/2020,2/25/2020,-3.42,3.5,4.33,3.95,4.71,2.82,2.34,3.07,3.12,3.69,3.36,2.93,2.99
QFLS QD Equity,QATAR FUEL QSC,5109089280,3104,Energy,Qatar,QATAR,QA,3,6.36,4.15,3/9/2020,11/24/2019,-15.79,6.18,6.26,5.67,5.13,4.37,4.36,4.56,4.41,4.4,5.01,4.81,4.68
SIM DC Equity,SIMCORP A/S,5107997696,3105,Technology,Copenhagen,DENMARK,DK,2.200000048,140.14,66.35,3/23/2020,10/19/2020,14.97,107.1,113.75,110.4,97.84,80.41,92.65,110.09,108.75,117.62,126.49,133.09,121.02
MDU US Equity,MDU RES GROUP,5107302400,3106,Industrial,New York,UNITED STATES,US,3.666666746,32.22,15,3/19/2020,2/21/2020,-12.65,28.89,29.71,29.87,29.16,20.6,21.12,22,22.12,21.18,23.75,22.41,24.06
MSE FP Equity,LYXETF STX50 DR,5106611200,3107,Funds,EN Paris,FRANCE,FR,0,41.13,24.36,3/16/2020,2/19/2020,-4.32,39.06,40.68,39.28,36.29,28.51,31.33,33.95,35.89,37.08,38,36.48,34.17
ALD AU Equity,AMPOL LTD,5103734784,3108,Energy,ASE,AUSTRALIA,AU,4.285714149,24.73,10.63,3/23/2020,1/9/2020,5.89,23.69,23.82,22.59,20.91,14.19,15.03,18.59,19.52,19.59,18.9,16.96,17.85
002422 CH Equity,SICHUAN KELUN-A,5101817344,3109,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.769230843,3.97,2.67,4/29/2020,2/6/2020,-3.95,3.13,3.37,3.39,3.36,2.88,2.75,2.9,3.13,3.27,3.77,3.27,3.56
FTSM US Equity,FT SHORT MATURIT,5099077632,3110,Funds,NASDAQ GM,UNITED STATES,US,0,72.28,56.43,3/19/2020,3/9/2020,1.31,60.07,60.09,60.13,60.16,59.02,59.57,59.83,60,60.05,60.06,60.05,60.03
FNDX US Equity,SCHW FUNDAM L/C,5097690112,3111,Funds,NYSE Arca,UNITED STATES,US,0,43.65,26.6,3/23/2020,2/12/2020,6.88,41.47,42.68,41.88,39.37,29.92,34.16,36.92,36.7,38.63,40.86,38.86,38.9
AER US Equity,AERCAP HOLDINGS,5096839680,3112,Financial,New York,IRELAND,NL,4,64.86,10.42,3/18/2020,2/13/2020,-33.97,61.51,61.47,57.1,52.63,20.08,26.59,32.72,29.66,28.26,29.61,26.07,26.26
KOD US Equity,KODIAK SCIENCES,5087879680,3113,"Consumer, Non-cyclical",NASDAQ GM,UNITED STATES,US,4.555555344,131.01,24.41,11/25/2019,11/12/2020,354.28,51.05,71.95,62.94,67.71,42.74,50.88,64.22,50.25,47.19,50.65,62.07,91.04
991 HK Equity,DATANG INTL PO-H,5086217728,3114,Utilities,Hong Kong,CHINA,CN,3.222222328,0.2,0.12,3/19/2020,12/20/2019,-25,0.18,0.19,0.17,0.16,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13
HUYA US Equity,HUYA INC-ADR,5082425856,3115,Technology,New York,CHINA,KY,4.466666698,30.62,11.78,3/18/2020,9/2/2020,-6.67,20.6,17.95,18.6,19.39,16.7,15.11,16.05,19.49,24.1,29.58,24.97,22.05
CSNA3 BZ Equity,SID NACIONAL,5081987072,3116,Basic Materials,B3 Day,BRAZIL,BR,3.571428537,4,1.07,3/23/2020,11/4/2020,75.1,3.14,3.51,3.07,2.75,1.3,1.63,1.92,1.99,2.45,2.9,2.93,3.58
SHP SJ Equity,SHOPRITE HLDGS,5081616896,3117,"Consumer, Non-cyclical",Johannesburg,SOUTH AFRICA,ZA,3.363636255,9.51,5.37,3/16/2020,9/11/2020,-0.61,8.62,8.99,8.03,7.61,6.91,5.69,5.93,6.24,6.59,6.79,8.16,7.96
TXRH US Equity,TEXAS ROADHOUS,5079520256,3118,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.400000095,84.27,25.15,3/18/2020,11/9/2020,29.89,58.61,56.32,62.77,59.23,36.22,44.86,52.98,51.55,57.34,64.25,63.99,69.47
002180 CH Equity,NINESTAR CORP -A,5078013440,3119,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,5,7.06,3.73,3/30/2020,2/26/2020,0.33,4.03,4.73,5,5.99,3.84,4.25,4.11,4.55,5.43,5.21,4.2,4.18
SAX GR Equity,STROEER SE & CO,5075739648,3120,Communications,Xetra,GERMANY,DE,4.052631378,93.46,39.78,3/23/2020,11/12/2020,5.29,78.36,80.8,80.45,75.52,50.36,63.4,73.62,67.81,69.55,78.53,76.99,72.56
KNSL US Equity,KINSALE CAPITAL,5071956480,3121,Financial,NASDAQ GS,UNITED STATES,US,4,226.84,80.93,3/17/2020,11/16/2020,143.75,102.12,101.66,114.98,129.4,100.02,119.63,150.73,156.95,195.63,209.98,189.65,198.4
IJJ US Equity,ISHARES S&P MID-,5071728128,3122,Funds,NYSE Arca,UNITED STATES,US,0,86.75,45.34,3/23/2020,1/17/2020,-0.49,82.76,85.36,82.68,75.54,51.56,60.39,67.14,65.58,68.95,71.45,68.27,71.29
CHNG US Equity,CHANGE HEALTHCAR,5069130240,3123,Technology,NASDAQ GS,UNITED STATES,US,4.900000095,17.57,6.18,3/19/2020,1/22/2020,27.27,13.38,16.39,15.45,14.33,9.05,11.04,12.65,10.89,11.69,14.03,14.7,14.38
AAXJ US Equity,ISHARES MSCI ALL,5068007936,3124,Funds,NASDAQ GM,UNITED STATES,US,0,86.4,52.95,3/23/2020,11/9/2020,22.61,69.44,73.5,69.67,69.31,57.07,61.8,66.09,69.88,75.4,79.07,78.05,79.74
KOJAMO FH Equity,KOJAMO OYJ,5062120960,3125,Financial,Helsinki,FINLAND,FI,3.700000048,25.26,14.99,3/17/2020,8/7/2020,10.86,16.41,18.17,18.58,19.57,18.24,18.02,20.52,21.42,24.56,24.64,21.38,20.81
LSTR US Equity,LANDSTAR SYSTEM,5062052864,3126,Industrial,NASDAQ GS,UNITED STATES,US,3,139.99,85.3,3/23/2020,9/10/2020,19.87,110.37,113.87,110.95,105.1,92.54,103.11,113.49,111.23,122.53,134.26,125.18,123.41
RHBBANK MK Equity,RHB BANK BHD,5061165568,3127,Financial,Bursa Malays,MALAYSIA,MY,4.5,1.46,0.96,11/2/2020,1/7/2020,-10.54,1.35,1.41,1.38,1.31,1.04,1.11,1.14,1.12,1.16,1.13,1.08,1.04
4733 JP Equity,OBIC BUSINESS,5060954112,3128,Technology,Tokyo,JAPAN,JP,3.571428537,64.49,30.09,3/13/2020,8/4/2020,49.97,44.85,47.49,38.79,35.91,39.83,46.73,55.03,52.5,60.99,59.71,57.79,53.41
GCARSOA1 MM Equity,GRUPO CARSO-A1,5059348992,3129,Diversified,BMV Mexico,MEXICO,MX,3.666666746,4.16,1.8,11/3/2020,1/17/2020,-32.34,3.38,3.69,3.62,2.85,1.95,1.95,2.23,2,1.91,2.03,2,1.83
TNET US Equity,TRINET GROUP INC,5057497600,3130,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.199999809,80.16,27.79,3/18/2020,11/9/2020,38.75,54.24,56.61,57.71,54.57,34.86,47.54,54.47,60.86,65.31,67.58,59.65,69.96
ENELCHIL CI Equity,ENEL CHILE SA,5055243264,3131,Utilities,Sant. Comerc,CHILE,CL,4.142857075,0.1,0.06,11/3/2020,1/15/2020,-6.36,0.07,0.09,0.1,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.07
SSB US Equity,SOUTH STATE CORP,5055168512,3132,Financial,NASDAQ GS,UNITED STATES,US,4.5,88.1,40.42,5/14/2020,12/20/2019,-12.94,83.32,86.75,77.54,70.89,55.71,52.95,53.02,46.53,48.15,56.15,48.15,61.3
600177 CH Equity,YOUNGOR GROUP-A,5055161344,3133,"Consumer, Cyclical",Shanghai,CHINA,CN,4,1.13,0.84,6/29/2020,9/1/2020,6.63,0.96,1,0.9,0.97,0.9,0.93,0.89,0.86,0.96,1.11,1,1.08
2474 TT Equity,CATCHER TECH,5044888576,3134,Industrial,Taiwan,TAIWAN,TW,2.863636255,9.07,5.72,3/17/2020,11/19/2019,-25.81,8.06,7.6,7.88,7.78,6.65,7.67,7.33,7.82,7.36,6.92,6.25,6.27
WALLB SS Equity,WALLENSTAM-B SHS,5041645568,3135,Financial,Stockholm,SWEDEN,SE,3,15.77,8.14,3/17/2020,9/28/2020,20.96,11.41,12.09,12.95,12.38,10.78,10.29,11.45,11.99,12.36,13.19,15.25,13.46
603638 CH Equity,YANTAI EDDIE P-A,5041530368,3136,Industrial,Shanghai,CHINA,CN,5,9.68,2.46,2/4/2020,9/3/2020,189.99,2.76,3.02,2.55,3.37,3.67,4.02,4.76,6.67,8.9,9.25,8.66,7.84
TPX US Equity,TEMPUR SEALY INT,5040196096,3137,"Consumer, Cyclical",New York,UNITED STATES,US,4.400000095,101.63,22,3/19/2020,11/9/2020,20.37,83.65,87.06,92.06,77.53,37.45,52.68,65.91,72.32,82.97,87.42,89.72,89
603156 CH Equity,HEBEI YANGYUAN-A,5037731328,3138,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.5,4.49,2.81,3/23/2020,9/4/2020,19.49,3.45,3.47,3.06,3.23,2.93,3.13,3.16,3.21,3.6,3.47,3.7,3.49
6923 JP Equity,STANLEY ELEC CO,5037683712,3139,"Consumer, Cyclical",Tokyo,JAPAN,JP,3.5,30.91,16.68,3/18/2020,9/14/2020,2.22,28.48,29.27,26.67,24.4,19.4,22.3,24.53,23.69,24.26,28.77,28.56,29.14
MCT SP Equity,MAPLETREE COMMER,5034858496,3140,Financial,Singapore,SINGAPORE,SG,3.833333254,1.84,1.01,4/3/2020,1/14/2020,-8.9,1.73,1.78,1.69,1.54,1.22,1.38,1.46,1.4,1.32,1.46,1.45,1.29
SAB VN Equity,SAIGON BEER ALCO,5033673728,3141,"Consumer, Non-cyclical",Ho Chi Minh,VIETNAM,VN,3.666666746,10.82,4.73,3/24/2020,11/18/2019,-20.62,9.88,9.84,8.98,7.32,5.22,6.96,7.64,7.02,7.3,8.2,7.96,8.01
TPTX US Equity,TURNING POINT TH,5032575488,3142,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,5,122.85,31.3,3/17/2020,10/12/2020,101.56,54.73,62.29,59.8,51.28,39.94,49.12,68.25,64.19,61.16,78.97,87.69,95.53
ADANIT IN Equity,ADANI TRANSMISSI,5026579968,3143,Utilities,Natl India,INDIA,IN,2.333333254,5.14,1.99,3/13/2020,1/2/2020,40.13,4.64,4.68,4.66,3.5,2.47,2.73,2.39,3.5,3.05,3.61,3.38,3.85
4516 JP Equity,NIPPON SHINYAKU,5026155008,3144,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.454545498,94.29,55.27,3/13/2020,1/22/2020,-22.83,91.34,87.16,89.26,74.7,74.15,69.21,85.89,78.66,77.76,82.25,81.86,72.39
CENCOSUD CI Equity,CENCOSUD SA,5025984000,3145,"Consumer, Non-cyclical",Sant. Comerc,CHILE,CL,3.588235378,1.77,0.69,3/19/2020,7/15/2020,31.13,1.26,1.31,1.27,1.21,1.02,1.21,1.22,1.46,1.67,1.49,1.46,1.4
PIRC IM Equity,PIRELLI E C SPA,5018554368,3146,"Consumer, Cyclical",BrsaItaliana,ITALY,IT,3.650000095,6.01,3.34,3/16/2020,11/27/2019,-19.6,5.65,5.76,4.85,4.58,3.34,3.91,4.48,4.15,4.07,4.27,4.21,4.24
SPY5 LN Equity,SPDR S&P 500 DIS,5017245184,3147,Funds,London,IRELAND,IE,0,367.15,219.21,3/23/2020,11/9/2020,15.83,312.35,322.32,325.6,302.2,249.88,284.09,305.07,309.88,329.47,351.41,338.26,331.03
002373 CH Equity,CHINA TRANSINF-A,5016261120,3148,Technology,Shenzhen,CHINA,CN,4.857142925,4.43,2.33,12/5/2019,3/3/2020,21.08,2.4,2.59,2.91,4.11,2.88,3.3,3.21,3.31,3.48,3.56,3.24,3.26
FLIR US Equity,FLIR SYSTEMS,5013654528,3149,Industrial,NASDAQ GS,UNITED STATES,US,3.799999952,59.44,23.85,3/23/2020,2/13/2020,-28.29,52.61,52.07,51.73,43.65,30.68,42.84,45.87,40.86,42.04,36.36,35.44,35.47
600511 CH Equity,CHINA NATIONAL-A,5012834816,3150,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.692307472,7.47,3.33,12/3/2019,8/10/2020,71.83,3.43,3.92,4.18,3.84,3.96,4.42,4.58,5.57,6.35,6.44,6.42,6.23
688208 CH Equity,AUTEL INTELLIG-A,5010371584,3151,"Consumer, Cyclical",Shanghai,CHINA,CN,5,13.01,4.66,4/28/2020,11/5/2020,0,0,0,0,7.12,4.98,5.34,7.63,7.59,8.45,10.4,9.86,11.81
SUCB MK Equity,SUPERMAX CORP,5007030272,3152,Industrial,Bursa Malays,MALAYSIA,MY,4.909090996,2.92,0.15,1/15/2020,8/7/2020,1039.49,0.16,0.17,0.21,0.19,0.18,0.29,0.92,0.99,2.29,2.64,2.03,2.14
TX US Equity,TERNIUM SA-ADR,5005846016,3153,Basic Materials,New York,LUXEMBOURG,LU,4.076922894,25.6,9.59,3/19/2020,11/16/2020,21.17,21.12,22,21.22,18.1,11.67,12.77,15.9,14.74,14.84,18.51,19.12,19.89
600522 CH Equity,ZHONGTIAN TECH-A,5003930624,3154,Communications,Shanghai,CHINA,CN,5,1.99,1,2/4/2020,7/10/2020,36.42,1.14,1.19,1.06,1.3,1.33,1.58,1.7,1.59,1.71,1.72,1.54,1.56
6504 JP Equity,FUJI ELECTRIC CO,5003807744,3155,Industrial,Tokyo,JAPAN,JP,4.636363506,34.81,17.68,3/17/2020,11/11/2020,6.26,31.41,30.79,30.74,27.46,21.9,24.16,26.65,27.08,27.91,31.74,31.36,31.09
3088 JP Equity,MATSUMOTOKIYOSHI,5000308224,3156,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.599999905,46.15,29.1,3/17/2020,11/16/2020,15.36,38.52,38.98,40.4,34.1,36.89,34.18,36.81,35.79,33.18,34.71,36.38,37.39
MAT US Equity,MATTEL INC,4997858816,3157,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.799999952,14.88,6.53,3/23/2020,11/6/2020,28.14,11.45,13.55,14.43,11.96,8.37,8.3,9.63,9.83,11.35,11.15,11.92,13.93
CIT SP Equity,CITY DEVELOPS,4996329472,3158,"Consumer, Cyclical",Singapore,SINGAPORE,SG,4.823529243,8.54,4.19,3/23/2020,1/17/2020,-25.78,7.62,8.13,7.63,7.01,4.96,5.62,5.74,6.12,5.8,5.95,5.66,4.54
STWD US Equity,STARWOOD PROPERT,4996267520,3159,Financial,New York,UNITED STATES,US,4.571428776,26.33,7.59,3/18/2020,2/6/2020,-18.18,24.59,24.86,25.7,23.57,10.02,12.77,13.9,14.81,14.89,15.9,15.22,14.39
HELE US Equity,HELEN OF TROY,4995606528,3160,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,BM,4.571428776,217.76,104.01,3/18/2020,11/9/2020,27.4,162.21,179.79,186.08,171.25,127.98,167.04,180.72,186.92,196.11,207.98,199.69,195.66
002673 CH Equity,WESTERN SECURI-A,4993929728,3161,Financial,Shenzhen,CHINA,CN,#N/A N/A,1.6,1.07,2/4/2020,7/9/2020,9.19,1.24,1.41,1.19,1.43,1.14,1.13,1.15,1.17,1.45,1.43,1.4,1.37
097950 KS Equity,CJ CHEIL,4993615360,3162,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.840000153,381.09,117.75,3/19/2020,8/12/2020,51.49,207.8,218.43,199.27,207.35,172.97,222.6,244.23,282.21,346.61,340.31,339.58,315.94
